spkid,full_name,neo,pha,sats,diameter,GM,BV,UB,IR,per_y
20242643,242643 (2005 NZ6),Y,Y,0,1.989,,,,,2.48
20243025,243025 (2006 UM216),Y,N,0,2.123,,,,,4.37
20243147,243147 (2007 TX18),Y,N,0,0.912,,,,,3.12
20243566,243566 (1995 SA),Y,Y,0,0.881,,,,,3.87
20244977,244977 (2004 BE68),Y,Y,0,0.495,,,,,2.34
20246138,246138 (2007 OG3),Y,N,0,0.588,,,,,3.18
20247156,247156 (2000 YH29),Y,N,0,1.655,,,,,3.3
20247517,247517 (2002 QY6),Y,N,0,0.269,,,,,0.739
20248083,248083 (2004 QU24),Y,N,0,2.358,,,,,6.07
20248590,248590 (2006 CS),Y,N,0,4.726,,,,,4.98
20248926,248926 (2006 WZ2),Y,N,0,2.907,,,,,2.21
20249886,249886 (2001 RY11),Y,N,0,1.201,,,,,1.81
20250458,250458 (2004 BO41),Y,N,0,0.630,,,,,1.03
20250614,250614 (2005 GG),Y,N,0,1.617,,,,,2.92
20250620,250620 (2005 GE59),Y,Y,0,0.654,,,,,3.06
20250680,250680 (2005 QC5),Y,Y,0,0.398,,,,,0.844
20250706,250706 (2005 RR6),Y,Y,0,0.535,,,,,5.09
20252399,252399 (2001 TX44),Y,Y,0,0.291,,,,,0.818
20252558,252558 (2001 WT1),Y,N,0,0.533,,,,,1.14
20254419,254419 (2004 VT60),Y,N,0,0.629,,,,,2.99
20256412,256412 (2007 BT2),Y,N,0,4.444,,,,,2.09
20260277,260277 (2004 TR12),Y,N,0,0.470,,,,,0.847
20262623,262623 (2006 WY2),Y,N,0,0.761,,,,,0.975
20263976,263976 (2009 KD5),Y,Y,0,0.785,,,,,1.07
20264357,264357 (2000 AZ93),Y,Y,0,0.113,,,,,0.645
20265196,265196 (2004 BW58),Y,Y,0,0.361,,,,,1.75
20267221,267221 (2001 AD2),Y,Y,0,0.562,,,,,1.06
20267337,267337 (2001 VK5),Y,Y,0,0.439,,,,,1.43
20269690,269690 (1996 RG3),Y,Y,0,0.888,,,,,2.83
20271480,271480 (2004 FX31),Y,N,0,0.709,,,,,1.42
20274138,274138 (2008 FU6),Y,N,0,0.747,,,,,1.52
20275611,275611 (1999 XX262),Y,N,0,1.483,,,,,1.9
20275974,275974 (2001 XD),Y,N,0,0.626,,,,,2.93
20275976,275976 (2001 XV10),Y,N,0,2.381,,,,,3.27
20276049,276049 (2002 CE26),Y,N,1,3.5,,,,,3.34
20276468,276468 (2003 HQ32),Y,N,0,1.034,,,,,2.78
20276703,276703 (2004 BL11),Y,N,0,0.521,,,,,1.41
20276786,276786 (2004 KD1),Y,N,0,1.720,,,,,2.25
20277039,277039 (2005 CF41),Y,N,0,0.676,,,,,2.12
20277570,277570 (2005 YP180),Y,Y,0,0.439,,,,,1.61
20277616,277616 (2006 BN6),Y,N,0,1.236,,,,,4.14
20277617,277617 (2006 BT7),Y,N,0,0.666,,,,,1.88
20285331,285331 (1999 FN53),Y,N,0,0.654,,,,,2.29
20285339,285339 (1999 JR6),Y,N,0,0.614,,,,,1.6
20285944,285944 (2001 RZ11),Y,N,0,1.044,,,,,3.25
20294739,294739 (2008 CM),Y,Y,0,0.740,,,,,1.96
20297274,297274 (1996 SK),Y,Y,0,1.199,,,,,3.82
20297300,297300 (1998 SC15),Y,Y,0,0.320,,,,,1.44
20297418,297418 (2000 SP43),Y,Y,0,0.407,,,,,0.731
20299582,299582 (2006 GQ2),Y,N,0,0.622,,,,,1.47
20301844,301844 (1990 UA),Y,Y,0,0.4,,,,,2.1
20303174,303174 (2004 FH11),Y,N,0,1.504,,,,,3.39
20303248,303248 (2004 QV16),Y,N,0,0.817,,,,,2.35
20303450,303450 (2005 BY2),Y,Y,0,0.187,,,,,1.43
20304153,304153 (2006 OU10),Y,N,0,2.054,,,,,2.32
20304330,304330 (2006 SX217),Y,Y,0,0.780,,,,,1.68
20306462,306462 (1999 RC32),Y,N,0,0.476,,,,,2.49
20307070,307070 (2002 AV31),Y,N,0,0.282,,,,,1.5
20307493,307493 (2002 XP90),Y,N,0,1.666,,,,,3
20307918,307918 (2004 EU9),Y,N,0,0.374,,,,,0.826
20308635,308635 (2005 YU55),Y,Y,0,0.4,,,,,1.24
20310560,310560 (2001 QL142),Y,Y,1,0.654,,,,,1.08
20311321,311321 (2005 NP1),Y,N,0,0.583,,,,,2.47
20311554,311554 (2006 BQ147),Y,N,0,0.382,,,,,0.742
20312070,312070 (2007 TA19),Y,Y,0,0.595,,,,,0.932
20315098,315098 (2007 EX),Y,N,0,0.993,,,,,0.814
20315508,315508 (2008 AB31),Y,N,0,0.836,,,,,2.03
20322763,322763 (2001 FA7),Y,N,0,1.252,,,,,2.84
20322775,322775 (2001 HA8),Y,N,0,1.632,,,,,3.69
20323179,323179 (2003 HR32),Y,N,0,1.170,,,,,2.31
20325102,325102 (2008 EY5),Y,N,0,0.361,,,,,0.496
20326388,326388 (2001 QD96),Y,N,0,1.142,,,,,1.44
20326683,326683 (2002 WP),Y,N,0,0.518,,,,,1.75
20329915,329915 (2005 MB),Y,N,0,1.012,,,,,0.978
20331792,331792 (2003 MT2),Y,N,0,1.275,,,,,4.4
20332775,332775 (2009 VO24),Y,N,0,0.467,,,,,1.92
20333578,333578 (2006 KM103),Y,Y,0,0.204,,,,,1.97
20333889,333889 (1998 SV4),Y,N,0,0.919,,,,,0.738
20334673,334673 (2003 AL18),Y,N,0,0.570,,,,,2.19
20337119,337119 (1999 TK12),Y,N,0,0.521,,,,,2.18
20337248,337248 (2000 RH60),Y,N,0,0.846,,,,,0.751
20338347,338347 (2002 XG4),Y,N,0,1.420,,,,,3.42
20341843,341843 (2008 EV5),Y,Y,0,0.40,,,,,0.941
20343166,343166 (2009 SO103),Y,N,0,0.670,,,,,2.84
20345646,345646 (2006 TN),Y,N,0,0.413,,,,,1.95
20345705,345705 (2006 VB14),Y,N,0,0.406,,,,,0.672
20345722,345722 (2007 BG29),Y,N,0,0.653,,,,,0.76
20345813,345813 (2007 HX4),Y,N,0,1.377,,,,,1.51
20349068,349068 (2006 YT13),Y,Y,0,0.496,,,,,1.52
20349074,349074 (2007 BM8),Y,N,0,1.081,,,,,1.55
20349219,349219 (2007 SV11),Y,N,0,0.583,,,,,2.28
20349925,349925 (2009 WC26),Y,N,0,0.920,,,,,3.2
20350513,350513 (2000 BG19),Y,N,0,1.77,,,,,4.37
20355770,355770 (2008 RE80),Y,N,0,1.199,,,,,1.8
20356394,356394 (2010 QD2),Y,N,0,1.071,,,,,2.85
20357022,357022 (1999 YG3),Y,Y,0,0.432,,,,,1.46
20357024,357024 (1999 YR14),Y,Y,0,0.255,,,,,2.12
20360191,360191 (1988 TA),Y,Y,0,0.4,,,,,1.91
20361538,361538 (2007 JZ20),Y,N,0,0.479,,,,,1.5
20363024,363024 (1998 OK1),Y,Y,0,0.558,,,,,1.58
20363027,363027 (1998 ST27),Y,Y,1,0.578,,,,,0.742
20363505,363505 (2003 UC20),Y,Y,0,1.876,,,,,0.691
20363599,363599 (2004 FG11),Y,Y,1,0.152,,,,,2
20363626,363626 (2004 RA11),Y,N,0,0.633,,,,,2.46
20363814,363814 (2005 ND7),Y,N,0,1.105,,,,,2.75
20363831,363831 (2005 PY16),Y,Y,0,0.371,,,,,2.78
20364762,364762 (2007 XC10),Y,N,0,1.047,,,,,2.06
20364877,364877 (2008 EM9),Y,N,0,0.786,,,,,2.74
20365071,365071 (2009 AV),Y,Y,0,0.674,,,,,1.04
20365424,365424 (2010 KX7),Y,Y,0,0.212,,,,,0.984
20365449,365449 (2010 NJ1),Y,N,0,0.215,,,,,0.953
20366774,366774 (2004 TB18),Y,Y,0,0.859,,,,,2.44
20367248,367248 (2007 MK13),Y,Y,0,0.386,,,,,1.04
20367684,367684 (2010 OS22),Y,N,0,0.498,,,,,2.09
20368184,368184 (2000 RN77),Y,N,0,0.381,,,,,0.928
20369264,369264 (2009 MS),Y,Y,0,1.515,,,,,2.84
20369454,369454 (2010 NZ1),Y,N,0,0.846,,,,,1.61
20371336,371336 (2006 KD1),Y,N,0,1.137,,,,,3.91
20371660,371660 (2007 CN26),Y,Y,0,0.230,,,,,1.47
20373135,373135 (2011 SD173),Y,Y,0,1.050,,,,,2.13
20374449,374449 (2005 XD1),Y,N,0,0.414,,,,,2.06
20377732,377732 (2005 XJ8),Y,Y,0,0.986,,,,,2.68
20380188,380188 (2000 WC67),Y,N,0,1.312,,,,,4.37
20381181,381181 (2007 LV19),Y,N,0,0.602,,,,,1.79
20381677,381677 (2009 BJ81),Y,N,0,0.472,,,,,2.52
20381906,381906 (2010 CL19),Y,Y,0,0.520,,,,,1.92
20381989,381989 (2010 HR80),Y,N,0,0.783,,,,,1.56
20385186,385186 (1994 AW1),Y,Y,1,0.811,,,,,1.16
20385268,385268 (2001 RC12),Y,N,0,3.2,,,,,5.75
20385343,385343 (2002 LV),Y,Y,0,1.359,,,,,3.52
20385402,385402 (2002 WZ2),Y,N,0,1.597,,,,,3.86
20386454,386454 (2008 XM),Y,Y,0,0.367,,,,,1.35
20386720,386720 (2009 XC2),Y,N,0,0.964,,,,,4.3
20386847,386847 (2010 LR33),Y,Y,0,0.663,,,,,2.2
20387505,387505 (1998 KN3),Y,Y,0,1.060,,,,,1.92
20387733,387733 (2003 GS),Y,N,0,0.344,,,,,0.844
20387746,387746 (2003 MH4),Y,Y,0,0.366,,,,,2.75
20388185,388185 (2006 CX10),Y,N,0,2.750,,,,,4.12
20388189,388189 (2006 DS14),Y,N,0,0.315,,,,,0.803
20388838,388838 (2008 EZ5),Y,N,0,0.378,,,,,3.02
20389694,389694 (2011 QD48),Y,Y,0,0.451,,,,,1.92
20390725,390725 (2003 HB),Y,Y,0,0.293,,,,,0.783
20391151,391151 (2005 YY93),Y,N,0,1.745,,,,,4.15
20391211,391211 (2006 HZ51),Y,Y,0,0.412,,,,,2.61
20393359,393359 (1998 ME3),Y,N,0,0.774,,,,,3.22
20393569,393569 (2003 JC13),Y,N,0,0.551,,,,,1.1
20394130,394130 (2006 HY51),Y,N,0,1.218,,,,,4.16
20394392,394392 (2007 EP88),Y,N,0,0.636,,,,,0.766
20395143,395143 (2010 CN1),Y,N,0,0.636,,,,,1.83
20395207,395207 (2010 HQ80),Y,Y,0,0.724,,,,,1.96
20397237,397237 (2006 KZ112),Y,N,0,1.180,,,,,4.01
20398188,398188 Agni (2010 LE15),Y,Y,0,0.462,,,,,0.804
20399325,399325 (1999 GY5),Y,N,0,0.669,,,,,1.23
20399433,399433 (2001 YK4),Y,N,0,1.339,,,,,4.32
20401857,401857 (2000 PG3),Y,N,0,4.2,,,,,4.75
20401925,401925 (2002 AT15),Y,N,0,0.475,,,,,2.61
20406952,406952 (2009 KJ),Y,N,0,0.772,,,,,1.38
20407324,407324 (2010 OB101),Y,N,0,0.281,,,,,2.06
20408751,408751 (1987 SF3),Y,N,0,0.399,,,,,3.38
20409256,409256 (2004 HO1),Y,N,0,1.887,,,,,3.28
20409836,409836 (2006 QY110),Y,Y,0,0.554,,,,,2.67
20410088,410088 (2007 EJ),Y,N,0,1.032,,,,,3.96
20410777,410777 (2009 FD),Y,N,1,0.472,,,,,1.26
20410778,410778 (2009 FG19),Y,Y,0,1.457,,,,,4.97
20411165,411165 (2010 DF1),Y,N,0,0.159,,,,,2.02
20411201,411201 (2010 LJ14),Y,N,0,0.658,,,,,2.07
20411611,411611 (2011 QF14),Y,N,0,0.358,,,,,2.88
20413038,413038 (2001 MF1),Y,N,0,1.237,,,,,4.31
20413123,413123 (2001 XS1),Y,N,0,1.258,,,,,4.36
20413192,413192 (2002 VY94),Y,N,0,2.160,,,,,5.85
20413421,413421 (2004 VA15),Y,N,0,1.900,,,,,4.95
20413820,413820 (2006 QR89),Y,N,0,0.659,,,,,2.6
20414286,414286 (2008 OC6),Y,Y,0,0.369,,,,,0.887
20414287,414287 (2008 OB9),Y,Y,0,1.974,,,,,5.73
20414429,414429 (2009 DC43),Y,N,0,2.866,,,,,2.42
20414586,414586 (2009 UV18),Y,N,0,0.996,,,,,5.65
20414746,414746 (2010 EH20),Y,N,0,1.800,,,,,4.25
20414772,414772 (2010 OC103),Y,N,0,1.466,,,,,1.31
20415711,415711 (1998 WT7),Y,N,0,0.346,,,,,1.24
20415986,415986 (2002 AT5),Y,N,0,1.072,,,,,4.35
20416071,416071 (2002 NV),Y,N,0,0.803,,,,,4.36
20416567,416567 (2004 EB),Y,N,0,2.538,,,,,5.49
20416694,416694 (2004 YR32),Y,N,0,2.292,,,,,5.38
20416801,416801 (2005 GC120),Y,Y,0,0.906,,,,,1.3
20417264,417264 (2006 AT2),Y,N,0,1.930,,,,,4.43
20417634,417634 (2006 XG1),Y,Y,0,0.418,,,,,3.85
20418094,418094 (2007 WV4),Y,Y,0,0.890,,,,,1.81
20418797,418797 (2008 VF),Y,N,0,0.789,,,,,0.862
20418929,418929 (2009 DM1),Y,N,0,1.432,,,,,4.92
20419472,419472 (2010 DW1),Y,Y,0,0.459,,,,,1.36
20419624,419624 (2010 SO16),Y,Y,0,0.357,,,,,1.01
20419880,419880 (2011 AH37),Y,Y,0,0.982,,,,,4.07
20422638,422638 (1994 CB),Y,N,0,0.193,,,,,1.23
20422686,422686 (2000 AC6),Y,Y,0,0.176,,,,,0.789
20422699,422699 (2000 PD3),Y,Y,0,0.619,,,,,2.83
20423321,423321 (2005 ED318),Y,Y,0,0.202,,,,,2.52
20424089,424089 (2007 DU103),Y,N,0,2.314,,,,,3.87
20424392,424392 (2007 YJ),Y,N,0,0.239,,,,,1.16
20428223,428223 (2006 WW),Y,N,0,2.525,,,,,4.39
20429073,429073 (2009 ND1),Y,N,0,2.498,,,,,4.52
20429382,429382 (2010 NW117),Y,N,0,0.448,,,,,3.61
20429746,429746 (2011 SA16),Y,N,0,1.275,,,,,4.52
20431107,431107 (2006 GU),Y,N,0,1.266,,,,,4.42
20433953,433953 (1997 XR2),Y,Y,0,0.259,,,,,1.12
20433992,433992 (2000 HD74),Y,N,0,0.827,,,,,4.99
20434096,434096 (2002 GO5),Y,Y,0,0.528,,,,,2.61
20434632,434632 (2005 WE),Y,N,0,1.150,,,,,1.24
20434633,434633 (2005 WB1),Y,Y,0,0.310,,,,,1.42
20434740,434740 (2006 GZ),Y,N,0,0.997,,,,,1.89
20435404,435404 (2008 AT28),Y,N,0,0.921,,,,,3.28
20436030,436030 (2009 JO2),Y,N,0,0.295,,,,,0.837
20436324,436324 (2010 GZ6),Y,N,0,0.369,,,,,1.66
20436325,436325 (2010 GR7),Y,N,0,0.452,,,,,2.48
20436329,436329 (2010 GX62),Y,Y,0,0.622,,,,,5.12
20436671,436671 (2011 SV71),Y,Y,0,2.159,,,,,4.26
20436761,436761 (2012 DN),Y,N,0,2.773,,,,,3.34
20437879,437879 (2001 RX11),Y,N,0,1.820,,,,,4.59
20437994,437994 (2003 UL12),Y,N,0,1.078,,,,,5.94
20438107,438107 (2005 GY110),Y,N,0,0.663,,,,,2.51
20438897,438897 (2009 WN),Y,N,0,0.946,,,,,1.62
20438902,438902 (2009 WF104),Y,N,0,2.226,,,,,5.41
20438990,438990 (2010 SG13),Y,N,0,0.818,,,,,1.4
20439889,439889 (2000 PG5),Y,N,0,0.590,,,,,3.02
20439898,439898 (2000 TG2),Y,N,0,0.530,,,,,1.88
20441952,441952 (2010 LR68),Y,N,0,2.246,,,,,5.45
20441987,441987 (2010 NY65),Y,Y,0,0.228,,,,,1.01
20442037,442037 (2010 PR66),Y,Y,0,0.695,,,,,5.01
20442605,442605 (2012 HY33),Y,N,0,0.440,,,,,2.82
20442742,442742 (2012 WP3),Y,N,0,2.003,,,,,3.04
20443806,443806 (1998 FL3),Y,Y,0,0.288,,,,,1.41
20443837,443837 (2000 TJ1),Y,N,0,0.253,,,,,1.25
20443880,443880 (2001 UZ16),Y,Y,0,0.228,,,,,2.34
20443923,443923 (2002 RU25),Y,N,0,3.316,,,,,3.21
20444193,444193 (2005 SE71),Y,Y,0,0.437,,,,,1.11
20445025,445025 (2008 NS1),Y,N,0,2.098,,,,,3.74
20445305,445305 (2010 DM56),Y,Y,0,0.762,,,,,1.49
20450159,450159 (2000 JJ5),Y,N,0,0.735,,,,,2.64
20450237,450237 (2002 XY38),Y,N,0,0.096,,,,,0.87
20450238,450238 (2002 XN40),Y,N,0,1.250,,,,,3.2
20451124,451124 (2009 KC3),Y,Y,0,2.188,,,,,5.75
20451217,451217 (2009 XE11),Y,N,0,2.720,,,,,6.04
20452313,452313 (1998 XR16),Y,N,0,1.514,,,,,3.43
20452389,452389 (2002 NW16),Y,N,0,0.846,,,,,1.17
20452639,452639 (2005 UY6),Y,N,0,2.249,,,,,3.37
20453687,453687 (2010 VY190),Y,N,0,0.948,,,,,2.43
20453707,453707 (2010 XY72),Y,Y,0,0.495,,,,,1.21
20454078,454078 (2012 VV93),Y,N,0,2.959,,,,,3.35
20454094,454094 (2013 BZ45),Y,Y,0,0.167,,,,,1.02
20454100,454100 (2013 BO73),Y,Y,0,0.548,,,,,1.54
20455185,455185 (2000 EB107),Y,N,0,0.599,,,,,5.36
20455192,455192 (2000 QN130),Y,N,0,1.082,,,,,4.89
20455299,455299 (2002 EL6),Y,Y,0,0.537,,,,,3.5
20455426,455426 (2003 MT9),Y,N,0,0.685,,,,,4.03
20455594,455594 (2004 SV55),Y,N,0,1.625,,,,,2.33
20455795,455795 (2005 SF),Y,N,0,1.242,,,,,2.73
20456537,456537 (2007 BG),Y,N,0,0.308,,,,,0.698
20457647,457647 (2009 CZ),Y,N,0,1.958,,,,,3.45
20458135,458135 (2010 GE25),Y,N,0,0.304,,,,,2.97
20458436,458436 (2011 AL52),Y,Y,0,1.102,,,,,4.69
20459683,459683 (2013 MY5),Y,Y,0,0.269,,,,,2.14
20462041,462041 (2007 DL8),Y,N,0,1.847,,,,,4.35
20462238,462238 (2008 CN1),Y,Y,0,0.227,,,,,0.677
20462775,462775 (2010 GY6),Y,N,0,0.579,,,,,1.46
20463664,463664 (2014 JY24),Y,N,0,0.868,,,,,2.09
20464797,464797 (2004 FZ1),Y,N,0,0.726,,,,,2.4
20464798,464798 (2004 JX20),Y,N,0,1.109,,,,,0.856
20464885,464885 (2005 LS3),Y,N,0,0.384,,,,,1.82
20465098,465098 (2006 UQ217),Y,N,0,2.073,,,,,5.17
20465749,465749 (2009 WO6),Y,N,0,2.490,,,,,5.41
20465826,465826 (2010 GA24),Y,Y,0,0.150,,,,,3.04
20467352,467352 (2003 KZ18),Y,N,0,0.470,,,,,0.925
20467372,467372 (2004 LG),Y,N,0,0.874,,,,,2.97
20468117,468117 (2014 ED),Y,N,0,0.493,,,,,1.92
20468468,468468 (2004 KH17),Y,Y,0,0.197,,,,,0.601
20468727,468727 (2010 JE87),Y,Y,0,0.308,,,,,0.86
20469445,469445 (2002 LT24),Y,N,0,0.143,,,,,0.611
20469494,469494 (2002 XS40),Y,N,0,0.758,,,,,1.83
20469513,469513 (2003 QR79),Y,N,0,0.297,,,,,1.45
20471083,471083 (2009 XF2),Y,N,0,0.244,,,,,1.46
20471241,471241 (2011 BX18),Y,Y,0,1.451,,,,,4.87
20474425,474425 (2002 YF4),Y,N,0,0.358,,,,,2.32
20474549,474549 (2003 WX153),Y,N,0,1.488,,,,,3.23
20475016,475016 (2005 UO),Y,N,0,0.164,,,,,1.57
20475950,475950 (2007 FE1),Y,N,0,0.389,,,,,2.87
20476438,476438 (2008 EB9),Y,N,0,0.433,,,,,1.95
20477490,477490 (2010 CG18),Y,N,0,0.652,,,,,1.73
20477491,477491 (2010 CD19),Y,N,0,0.739,,,,,3.39
20477519,477519 (2010 DJ56),Y,Y,0,0.321,,,,,1.4
20477524,477524 (2010 EH43),Y,N,0,0.991,,,,,1.44
20477588,477588 (2010 JD87),Y,N,0,0.692,,,,,1.71
20477762,477762 (2010 XZ67),Y,N,0,0.326,,,,,2.96
20480936,480936 (2003 QH5),Y,Y,0,0.537,,,,,1.41
20481327,481327 (2006 BB27),Y,N,0,0.216,,,,,1.59
20482054,482054 (2010 AE),Y,N,0,0.413,,,,,1.82
20482055,482055 (2010 AH30),Y,N,0,1.855,,,,,3.46
20482111,482111 (2010 NT1),Y,N,0,0.383,,,,,1.76
20483508,483508 (2003 CR1),Y,Y,0,0.202,,,,,1.75
20484402,484402 (2007 XH16),Y,Y,0,0.452,,,,,1.29
20485110,485110 (2010 HZ108),Y,N,0,0.356,,,,,1.4
20488494,488494 (2000 JA3),Y,N,0,0.766,,,,,3.38
20488789,488789 (2004 XK50),Y,Y,0,1.039,,,,,1.75
20488803,488803 (2005 GB120),Y,N,0,0.209,,,,,0.704
20489203,489203 (2006 JT),Y,N,0,1.520,,,,,3.72
20490581,490581 (2009 WZ104),Y,Y,0,0.237,,,,,0.791
20492478,492478 (2014 NB39),Y,N,0,1.084,,,,,2.17
20495858,495858 (2003 MJ4),Y,N,0,0.342,,,,,3.5
20496174,496174 (2011 CQ4),Y,N,0,0.657,,,,,2.83
20496816,496816 (1989 UP),Y,Y,0,0.3,,,,,2.54
20496817,496817 (1989 VB),Y,Y,0,0.4,,,,,2.54
20496837,496837 (1998 SB15),Y,N,0,0.337,,,,,1.36
20496962,496962 (2002 GP186),Y,N,0,0.175,,,,,1.46
20498066,498066 (2007 RM133),Y,N,0,0.589,,,,,3.29
20498143,498143 (2007 TR65),Y,N,0,1.531,,,,,1.24
20499490,499490 (2010 MW),Y,N,0,1.202,,,,,3.44
20499496,499496 (2010 MR87),Y,N,0,0.357,,,,,2.28
20499582,499582 (2010 TH19),Y,Y,0,0.461,,,,,1.77
20501878,501878 (2014 WF365),Y,N,0,2.177,,,,,3.41
20503941,503941 (2003 UV11),Y,Y,0,0.260,,,,,1.75
20504800,504800 (2010 CO1),Y,Y,0,0.380,,,,,1.02
20504827,504827 (2010 KZ117),Y,N,0,0.615,,,,,3.42
20504994,504994 (2011 JU2),Y,N,0,1.492,,,,,2.86
20505093,505093 (2011 VQ5),Y,N,0,0.556,,,,,2.96
20505657,505657 (2014 SR339),Y,Y,0,0.971,,,,,1.48
20505667,505667 (2014 UV33),Y,N,0,0.820,,,,,2.86
20506074,506074 Svarog (2015 UM67),Y,Y,0,0.665,,,,,1.94
20506590,506590 (2005 XB1),Y,N,0,0.099,,,,,1.2
20510055,510055 (2010 FH81),Y,Y,0,0.200,,,,,1.36
20510073,510073 (2010 JF88),Y,N,0,0.451,,,,,3.34
20510262,510262 (2011 HJ61),Y,N,0,1.284,,,,,1.81
20511008,511008 (2013 PX6),Y,Y,0,1.647,,,,,4.19
20511243,511243 (2014 BS32),Y,N,0,1.195,,,,,1.98
20511684,511684 (2015 BN509),Y,Y,0,0.315,,,,,1.01
20511777,511777 (2015 EZ),Y,N,0,0.194,,,,,1.59
20511808,511808 (2015 FH120),Y,N,0,0.746,,,,,2.91
20513550,513550 (2010 NG3),Y,N,0,1.451,,,,,4.22
20514041,514041 (2014 MQ18),Y,N,0,5.272,,,,,4.94
20514652,514652 (2005 SC71),Y,N,0,0.741,,,,,2.64
20515049,515049 (2010 FL),Y,N,0,0.351,,,,,2.66
20516803,516803 (2010 JG88),Y,N,0,0.463,,,,,1.61
20516984,516984 (2012 PN28),Y,N,0,1.824,,,,,2.38
20518507,518507 (2006 EE1),Y,N,0,0.794,,,,,1.32
20518810,518810 (2010 CF19),Y,Y,0,0.083,,,,,1.3
20520808,520808 (2014 TF64),Y,N,0,0.704,,,,,2.05
20523589,523589 (2001 HA4),Y,Y,0,1.851,,,,,4.41
20523595,523595 (2002 OS4),Y,N,0,0.658,,,,,2.67
20523631,523631 (2009 SX1),Y,N,0,0.564,,,,,2.26
20523632,523632 (2009 UX17),Y,N,0,0.309,,,,,1.3
20523636,523636 (2010 EX119),Y,N,0,0.550,,,,,2.63
20523637,523637 (2010 LT108),Y,N,0,0.602,,,,,1.57
20523664,523664 (2012 OD1),Y,Y,0,0.346,,,,,0.754
20523747,523747 (2014 US192),Y,N,0,0.873,,,,,3.27
20523775,523775 (2014 YB35),Y,Y,1,0.279,,,,,2.57
20523816,523816 (2009 ST103),Y,Y,0,0.851,,,,,4.44
20523826,523826 (1990 UP),Y,N,0,0.3,,,,,1.53
20529668,529668 (2010 JL33),Y,Y,0,1.778,,,,,4.38
20529718,529718 (2010 KY127),Y,N,0,1.770,,,,,3.93
20529720,529720 (2010 LM14),Y,N,0,0.361,,,,,1.17
20529753,529753 (2010 MF1),Y,Y,0,0.363,,,,,3.95
20529819,529819 (2010 PM58),Y,N,0,0.259,,,,,1.61
20530531,530531 (2011 OL5),Y,N,0,0.280,,,,,1.35
20530871,530871 (2011 WS2),Y,N,0,1.434,,,,,1.01
20530938,530938 (2011 XE),Y,N,0,0.413,,,,,0.694
20532874,532874 (2013 YZ13),Y,N,0,0.310,,,,,1.64
20533722,533722 (2014 NE52),Y,Y,0,0.701,,,,,3.68
20534676,534676 (2014 VK2),Y,N,0,0.691,,,,,2.49
20535148,535148 (2014 XR6),Y,N,0,0.861,,,,,4.16
20537829,537829 (2015 XY378),Y,N,0,0.312,,,,,0.598
20538212,538212 (2016 CA136),Y,Y,0,0.654,,,,,2.9
20612929,612929 (2005 CR37),Y,N,0,1.201,,,,,2.63
20613726,613726 (2007 EF),Y,Y,0,0.260,,,,,0.743
20613939,613939 (2008 CH116),Y,N,0,0.322,,,,,0.54
20613995,613995 (2008 NP3),Y,N,0,0.193,,,,,1.01
20614316,614316 (2008 YZ32),Y,N,0,0.382,,,,,1.06
20614521,614521 (2009 UK),Y,N,0,0.280,,,,,2.78
20614599,614599 (2010 AB78),Y,N,0,1.671,,,,,3.39
20614603,614603 (2010 CM),Y,N,0,1.168,,,,,4.26
20614643,614643 (2010 GH65),Y,N,0,0.493,,,,,4.46
20618348,618348 (2016 PN),Y,N,0,0.160,,,,,0.796
20620091,620091 (2015 FD341),Y,N,0,1.248,,,,,0.934
20620094,620094 (2016 AJ193),Y,Y,0,1.374,,,,,5.89
20666241,666241 (2010 BK2),Y,N,0,0.118,,,,,0.86
20675481,675481 (2015 XL128),Y,N,0,0.492,,,,,4.13
20676261,676261 (2016 EE156),Y,N,0,1.990,,,,,4.13
20676362,676362 (2016 FG15),Y,N,0,0.686,,,,,3.94
20706765,706765 (2010 TK7),Y,N,0,0.379,,,,,0.998
3092147,(1996 GQ),Y,N,0,0.208,,,,,2.81
3012392,(1998 KY26),Y,N,0,0.03,,,,,1.36
3014109,(1998 SH2),Y,Y,0,0.383,,,,,4.54
3015695,(1998 WB2),Y,Y,0,0.150,,,,,2.77
3024714,(1999 XK136),Y,Y,0,0.811,,,,,3.68
3025766,(2000 AA6),Y,Y,0,0.316,,,,,1.46
3029651,(2000 AG205),Y,N,0,0.955,,,,,3.47
3092259,(2000 GW127),Y,N,0,0.477,,,,,3.37
3046149,(2000 RE52),Y,N,0,0.149,,,,,1.24
3092337,(2001 SJ262),Y,N,0,0.34,,,,,5.06
3102756,(2002 AO11),Y,N,0,0.175,,,,,0.878
3102784,(2002 BF25),Y,N,0,0.152,,,,,1.11
3102786,(2002 BM26),Y,Y,1,0.84,,,,,2.48
3114037,(2002 CT46),Y,N,0,0.16,,,,,3.65
3114056,(2002 CX58),Y,N,0,0.13,,,,,4.82
3126183,(2002 JR100),Y,N,0,0.028,,,,,0.888
3147580,(2003 CC11),Y,N,0,1.129,,,,,5.59
3160724,(2003 RW11),Y,N,0,1.507,,,,,4.26
3160790,(2003 SS214),Y,N,0,0.856,,,,,3.64
3174196,(2004 BZ74),Y,N,0,0.962,,,,,5.36
3184160,(2004 MX2),Y,Y,0,1.258,,,,,4.59
3255465,(2004 SC56),Y,N,0,0.291,,,,,0.672
3256324,(2004 TG10),Y,Y,0,1.316,,,,,3.34
3263448,(2004 XK14),Y,N,0,0.240,,,,,0.648
